pclass,survived,name,gender,age,fare,embarked
1,D,"White, Mr. Richard Frasar",male,21.0,77.29,S
1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,135.63,C
1,1,"Wick, Miss. Mary Natalie",female,31.0,164.87,S
1,D,"Wick, Mr. George Dennick",male,57.0,164.87,S
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,164.87,S
1,D,"Widener, Mr. George Dunton",male,50.0,211.5,C
1,D,"Widener, Mr. Harry Elkins",male,27.0,211.5,C
1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,211.5,C
1,1,"Willard, Miss. Constance",female,21.0,26.55,S
1,D,"Williams, Mr. Charles Duane",male,51.0,61.38,C
1,1,"Williams, Mr. Richard Norris II",male,21.0,61.38,C
1,D,"Williams-Lambert, Mr. Fletcher Fellows",male,29.8811345124283,35.0,S
1,1,"Wilson, Miss. Helen Alice",female,31.0,134.5,C
1,1,"Woolner, Mr. Hugh",male,29.8811345124283,35.5,S
1,D,"Wright, Mr. George",male,62.0,26.55,S
1,1,"Young, Miss. Marie Grice",female,36.0,135.63,C
2,D,"Abelson, Mr. Samuel",male,30.0,24.0,C
2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,24.0,C
2,D,"Aldworth, Mr. Charles Augustus",male,30.0,13.0,S
2,D,"Andrew, Mr. Edgardo Samuel",male,18.0,11.5,S
2,D,"Andrew, Mr. Frank Thomas",male,25.0,10.5,S
2,D,"Angle, Mr. William A",male,34.0,26.0,S
2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,26.0,S
2,D,"Ashby, Mr. John",male,57.0,13.0,S
2,D,"Bailey, Mr. Percy Andrew",male,18.0,11.5,S
2,D,"Baimbrigge, Mr. Charles Robert",male,23.0,10.5,S
2,1,"Ball, Mrs. (Ada E Hall)",female,36.0,13.0,S
2,D,"Banfield, Mr. Frederick James",male,28.0,10.5,S
2,D,"Bateman, Rev. Robert James",male,51.0,12.53,S
2,1,"Beane, Mr. Edward",male,32.0,26.0,S
2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,26.0,S
2,D,"Beauchamp, Mr. Henry James",male,28.0,26.0,S
2,1,"Becker, Master. Richard F",male,1.0,39.0,S
2,1,"Becker, Miss. Marion Louise",female,4.0,39.0,S
2,1,"Becker, Miss. Ruth Elizabeth",female,12.0,39.0,S
2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,39.0,S
2,1,"Beesley, Mr. Lawrence",male,34.0,13.0,S
2,1,"Bentham, Miss. Lilian W",female,19.0,13.0,S
2,D,"Berriman, Mr. William John",male,23.0,13.0,S
2,D,"Botsford, Mr. William Hull",male,26.0,13.0,S
2,D,"Bowenur, Mr. Solomon",male,42.0,13.0,S
2,D,"Bracken, Mr. James H",male,27.0,13.0,S
2,1,"Brown, Miss. Amelia ""Mildred""",female,24.0,13.0,S
2,1,"Brown, Miss. Edith Eileen",female,15.0,39.0,S
2,D,"Brown, Mr. Thomas William Solomon",male,60.0,39.0,S
2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,39.0,S
2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,26.0,S
2,D,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,26.0,S
2,1,"Buss, Miss. Kate",female,36.0,13.0,S
2,D,"Butler, Mr. Reginald Fenton",male,25.0,13.0,S
2,D,"Byles, Rev. Thomas Roussel Davids",male,42.0,13.0,S
2,1,"Bystrom, Mrs. (Karolina)",female,42.0,13.0,S
2,1,"Caldwell, Master. Alden Gates",male,0.8333,29.0,S
2,1,"Caldwell, Mr. Albert Francis",male,26.0,29.0,S
2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,29.0,S
2,1,"Cameron, Miss. Clear Annie",female,35.0,21.0,S
2,D,"Campbell, Mr. William",male,29.8811345124283,0.0,S
2,D,"Carbines, Mr. William",male,19.0,13.0,S
2,D,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,26.0,S
2,D,"Carter, Rev. Ernest Courtenay",male,54.0,26.0,S
2,D,"Chapman, Mr. Charles Henry",male,52.0,13.5,S
2,D,"Chapman, Mr. John Henry",male,37.0,26.0,S
2,D,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,26.0,S
2,1,"Christy, Miss. Julie Rachel",female,25.0,30.0,S
2,1,"Christy, Mrs. (Alice Frances)",female,45.0,30.0,S
2,D,"Clarke, Mr. Charles Valentine",male,29.0,26.0,S
2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,26.0,S
2,D,"Coleridge, Mr. Reginald Charles",male,29.0,10.5,S
2,D,"Collander, Mr. Erik Gustaf",male,28.0,13.0,S
2,1,"Collett, Mr. Sidney C Stuart",male,24.0,10.5,S
2,1,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,26.25,S
2,D,"Collyer, Mr. Harvey",male,31.0,26.25,S
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,26.25,S
2,1,"Cook, Mrs. (Selena Rogers)",female,22.0,10.5,S
2,D,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,13.0,S
2,D,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,29.8811345124283,21.0,S
2,D,"Cotterill, Mr. Henry ""Harry""",male,21.0,11.5,S
2,D,"Cunningham, Mr. Alfred Fleming",male,29.8811345124283,0.0,S
2,1,"Davies, Master. John Morgan Jr",male,8.0,36.75,S
2,D,"Davies, Mr. Charles Henry",male,18.0,73.5,S
2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,36.75,S
2,1,"Davis, Miss. Mary",female,28.0,13.0,S
2,D,"de Brito, Mr. Jose Joaquim",male,32.0,13.0,S
2,D,"Deacon, Mr. Percy William",male,17.0,73.5,S
2,D,"del Carlo, Mr. Sebastiano",male,29.0,27.72,C
2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,27.72,C
2,D,"Denbury, Mr. Herbert",male,25.0,31.5,S
2,D,"Dibden, Mr. William",male,18.0,73.5,S
2,1,"Doling, Miss. Elsie",female,18.0,23.0,S
2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,23.0,S
2,D,"Downton, Mr. William James",male,54.0,26.0,S
2,1,"Drew, Master. Marshall Brines",male,8.0,32.5,S
2,D,"Drew, Mr. James Vivian",male,42.0,32.5,S
2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,32.5,S
2,1,"Duran y More, Miss. Asuncion",female,27.0,13.86,C
2,1,"Duran y More, Miss. Florentina",female,30.0,13.86,C
2,D,"Eitemiller, Mr. George Floyd",male,23.0,13.0,S
2,D,"Enander, Mr. Ingvar",male,21.0,13.0,S
2,D,"Fahlstrom, Mr. Arne Jonas",male,18.0,13.0,S
2,D,"Faunthorpe, Mr. Harry",male,40.0,26.0,S
2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,26.0,S
2,D,"Fillbrook, Mr. Joseph Charles",male,18.0,10.5,S
2,D,"Fox, Mr. Stanley Hubert",male,36.0,13.0,S
2,D,"Frost, Mr. Anthony Wood ""Archie""",male,29.8811345124283,0.0,S
2,D,"Funk, Miss. Annie Clemmer",female,38.0,13.0,S
2,D,"Fynney, Mr. Joseph J",male,35.0,26.0,S
2,D,"Gale, Mr. Harry",male,38.0,21.0,S
2,D,"Gale, Mr. Shadrach",male,34.0,21.0,S
2,1,"Garside, Miss. Ethel",female,34.0,13.0,S
2,D,"Gaskell, Mr. Alfred",male,16.0,26.0,S
2,D,"Gavey, Mr. Lawrence",male,26.0,10.5,S
2,D,"Gilbert, Mr. William",male,47.0,10.5,S
2,D,"Giles, Mr. Edgar",male,21.0,11.5,S
2,D,"Giles, Mr. Frederick Edward",male,21.0,11.5,S
2,D,"Giles, Mr. Ralph",male,24.0,13.5,S
2,D,"Gill, Mr. John William",male,24.0,13.0,S
2,D,"Gillespie, Mr. William Henry",male,34.0,13.0,S
2,D,"Givard, Mr. Hans Kristensen",male,30.0,13.0,S
2,D,"Greenberg, Mr. Samuel",male,52.0,13.0,S
2,D,"Hale, Mr. Reginald",male,30.0,13.0,S
2,1,"Hamalainen, Master. Viljo",male,0.6667,14.5,S
2,1,"Hamalainen, Mrs. William (Anna)",female,24.0,14.5,S
2,D,"Harbeck, Mr. William H",male,44.0,13.0,S
2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,33.0,S
2,D,"Harper, Rev. John",male,28.0,33.0,S
2,1,"Harris, Mr. George",male,62.0,10.5,S
2,D,"Harris, Mr. Walter",male,30.0,10.5,S
2,1,"Hart, Miss. Eva Miriam",female,7.0,26.25,S
2,D,"Hart, Mr. Benjamin",male,43.0,26.25,S
2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,26.25,S
2,1,"Herman, Miss. Alice",female,24.0,65.0,S
2,1,"Herman, Miss. Kate",female,24.0,65.0,S
2,D,"Herman, Mr. Samuel",male,49.0,65.0,S
2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,65.0,S
2,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,16.0,S
2,D,"Hickman, Mr. Leonard Mark",male,24.0,73.5,S
2,D,"Hickman, Mr. Lewis",male,32.0,73.5,S
2,D,"Hickman, Mr. Stanley George",male,21.0,73.5,S
2,D,"Hiltunen, Miss. Marta",female,18.0,13.0,S
2,1,"Hocking, Miss. Ellen ""Nellie""",female,20.0,23.0,S
2,D,"Hocking, Mr. Richard George",male,23.0,11.5,S
2,D,"Hocking, Mr. Samuel James Metcalfe",male,36.0,13.0,S
2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,23.0,S
2,D,"Hodges, Mr. Henry Price",male,50.0,13.0,S
2,D,"Hold, Mr. Stephen",male,44.0,26.0,S
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,26.0,S
2,D,"Hood, Mr. Ambrose Jr",male,21.0,73.5,S
2,1,"Hosono, Mr. Masabumi",male,42.0,13.0,S
2,D,"Howard, Mr. Benjamin",male,63.0,26.0,S
2,D,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,26.0,S
2,D,"Hunt, Mr. George Henry",male,33.0,12.28,S
2,1,"Ilett, Miss. Bertha",female,17.0,10.5,S
2,D,"Jacobsohn, Mr. Sidney Samuel",male,42.0,27.0,S
2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,27.0,S
2,D,"Jarvis, Mr. John Denzil",male,47.0,15.0,S
2,D,"Jefferys, Mr. Clifford Thomas",male,24.0,31.5,S
2,D,"Jefferys, Mr. Ernest Wilfred",male,22.0,31.5,S
2,D,"Jenkin, Mr. Stephen Curnow",male,32.0,10.5,S
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,13.79,C
2,D,"Kantor, Mr. Sinai",male,34.0,26.0,S
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,26.0,S
2,D,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,21.0,S
2,1,"Keane, Miss. Nora A",female,29.8811345124283,12.35,Q
2,D,"Keane, Mr. Daniel",male,35.0,12.35,Q
2,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0,13.5,S
2,D,"Kirkland, Rev. Charles Leonard",male,57.0,12.35,Q
2,D,"Knight, Mr. Robert J",male,29.8811345124283,0.0,S
2,D,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,10.5,S
2,D,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,26.0,S
2,D,"Lahtinen, Rev. William",male,30.0,26.0,S
2,D,"Lamb, Mr. John Joseph",male,29.8811345124283,10.71,Q
2,1,"Laroche, Miss. Louise",female,1.0,41.58,C
2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,41.58,C
2,D,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,41.58,C
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,41.58,C
2,1,"Lehmann, Miss. Bertha",female,17.0,12.0,C
2,1,"Leitch, Miss. Jessie Wills",female,29.8811345124283,33.0,S
2,1,"Lemore, Mrs. (Amelia Milley)",female,34.0,10.5,S
2,D,"Levy, Mr. Rene Jacques",male,36.0,12.88,C
2,D,"Leyson, Mr. Robert William Norman",male,24.0,10.5,S
2,D,"Lingane, Mr. John",male,61.0,12.35,Q
2,D,"Louch, Mr. Charles Alexander",male,50.0,26.0,S
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,26.0,S
2,D,"Mack, Mrs. (Mary)",female,57.0,10.5,S
2,D,"Malachard, Mr. Noel",male,29.8811345124283,15.05,C
2,1,"Mallet, Master. Andre",male,1.0,37.0,C
2,D,"Mallet, Mr. Albert",male,31.0,37.0,C
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,37.0,C
2,D,"Mangiavacchi, Mr. Serafino Emilio",male,29.8811345124283,15.58,C
2,D,"Matthews, Mr. William John",male,30.0,13.0,S
2,D,"Maybery, Mr. Frank Hubert",male,40.0,16.0,S
2,D,"McCrae, Mr. Arthur Gordon",male,32.0,13.5,S
2,D,"McCrie, Mr. James Matthew",male,30.0,13.0,S
2,D,"McKane, Mr. Peter David",male,46.0,26.0,S
2,1,"Mellinger, Miss. Madeleine Violet",female,13.0,19.5,S
2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,19.5,S
2,1,"Mellors, Mr. William John",male,19.0,10.5,S
2,D,"Meyer, Mr. August",male,39.0,13.0,S
2,D,"Milling, Mr. Jacob Christian",male,48.0,13.0,S
2,D,"Mitchell, Mr. Henry Michael",male,70.0,10.5,S
2,D,"Montvila, Rev. Juozas",male,27.0,13.0,S
2,D,"Moraweck, Dr. Ernest",male,54.0,14.0,S
2,D,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,26.0,S
2,D,"Mudd, Mr. Thomas Charles",male,16.0,10.5,S
2,D,"Myles, Mr. Thomas Francis",male,62.0,9.69,Q
2,D,"Nasser, Mr. Nicholas",male,32.5,30.07,C
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,30.07,C
2,1,"Navratil, Master. Edmond Roger",male,2.0,26.0,S
2,1,"Navratil, Master. Michel M",male,3.0,26.0,S
2,D,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,26.0,S
2,D,"Nesson, Mr. Israel",male,26.0,13.0,S
2,D,"Nicholls, Mr. Joseph Charles",male,19.0,36.75,S
2,D,"Norman, Mr. Robert Douglas",male,28.0,13.5,S
2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,13.86,C
2,1,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,10.5,S
2,D,"Otter, Mr. Richard",male,39.0,13.0,S
2,1,"Oxenham, Mr. Percy Thomas",male,22.0,10.5,S
2,1,"Padro y Manent, Mr. Julian",male,29.8811345124283,13.86,C
2,D,"Pain, Dr. Alfred",male,23.0,10.5,S
2,1,"Pallas y Castello, Mr. Emilio",male,29.0,13.86,C
2,D,"Parker, Mr. Clifford Richard",male,28.0,10.5,S
2,D,"Parkes, Mr. Francis ""Frank""",male,29.8811345124283,0.0,S
2,1,"Parrish, Mrs. (Lutie Davis)",female,50.0,26.0,S
2,D,"Pengelly, Mr. Frederick William",male,19.0,10.5,S
2,D,"Pernot, Mr. Rene",male,29.8811345124283,15.05,C
2,D,"Peruschitz, Rev. Joseph Maria",male,41.0,13.0,S
2,1,"Phillips, Miss. Alice Frances Louisa",female,21.0,21.0,S
2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,26.0,S
2,D,"Phillips, Mr. Escott Robert",male,43.0,21.0,S
2,1,"Pinsky, Mrs. (Rosa)",female,32.0,13.0,S
2,D,"Ponesell, Mr. Martin",male,34.0,13.0,S
2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,12.74,C
2,D,"Pulbaum, Mr. Franz",male,27.0,15.03,C
2,1,"Quick, Miss. Phyllis May",female,2.0,26.0,S
2,1,"Quick, Miss. Winifred Vera",female,8.0,26.0,S
2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,26.0,S
2,D,"Reeves, Mr. David",male,36.0,10.5,S
2,D,"Renouf, Mr. Peter Henry",male,34.0,21.0,S
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,21.0,S
2,1,"Reynaldo, Ms. Encarnacion",female,28.0,13.0,S
2,D,"Richard, Mr. Emile",male,23.0,15.05,C
2,1,"Richards, Master. George Sibley",male,0.8333,18.75,S
2,1,"Richards, Master. William Rowe",male,3.0,18.75,S
2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,18.75,S
2,1,"Ridsdale, Miss. Lucy",female,50.0,10.5,S
2,D,"Rogers, Mr. Reginald Harry",male,19.0,10.5,S
2,1,"Rugg, Miss. Emily",female,21.0,10.5,S
2,D,"Schmidt, Mr. August",male,26.0,13.0,S
2,D,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,13.0,S
2,D,"Sharp, Mr. Percival James R",male,27.0,26.0,S
2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,26.0,S
2,1,"Silven, Miss. Lyyli Karoliina",female,18.0,13.0,S
2,1,"Sincock, Miss. Maude",female,20.0,36.75,S
2,1,"Sinkkonen, Miss. Anna",female,30.0,13.0,S
2,D,"Sjostedt, Mr. Ernst Adolf",male,59.0,13.5,S
2,1,"Slayter, Miss. Hilda Mary",female,30.0,12.35,Q
2,D,"Slemen, Mr. Richard James",male,35.0,10.5,S
2,1,"Smith, Miss. Marion Elsie",female,40.0,13.0,S
2,D,"Sobey, Mr. Samuel James Hayden",male,25.0,13.0,S
2,D,"Stanton, Mr. Samuel Ward",male,41.0,15.05,C
2,D,"Stokes, Mr. Philip Joseph",male,25.0,10.5,S
2,D,"Swane, Mr. George",male,18.5,13.0,S
2,D,"Sweet, Mr. George Frederick",male,14.0,65.0,S
2,1,"Toomey, Miss. Ellen",female,50.0,10.5,S
2,D,"Troupiansky, Mr. Moses Aaron",male,23.0,13.0,S
2,1,"Trout, Mrs. William H (Jessie L)",female,28.0,12.65,S
2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,10.5,S
2,D,"Turpin, Mr. William John Robert",male,29.0,21.0,S
2,D,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,21.0,S
2,D,"Veal, Mr. James",male,40.0,13.0,S
2,1,"Walcroft, Miss. Nellie",female,31.0,21.0,S
2,D,"Ware, Mr. John James",male,30.0,21.0,S
2,D,"Ware, Mr. William Jeffery",male,23.0,10.5,S
2,1,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,21.0,S
2,D,"Watson, Mr. Ennis Hastings",male,29.8811345124283,0.0,S
2,1,"Watt, Miss. Bertha J",female,12.0,15.75,S
2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,15.75,S
2,1,"Webber, Miss. Susan",female,32.5,13.0,S
2,D,"Weisz, Mr. Leopold",male,27.0,26.0,S
2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,26.0,S
2,1,"Wells, Master. Ralph Lester",male,2.0,23.0,S
2,1,"Wells, Miss. Joan",female,4.0,23.0,S
2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,23.0,S
2,1,"West, Miss. Barbara J",female,0.9167,27.75,S
2,1,"West, Miss. Constance Mirium",female,5.0,27.75,S
2,D,"West, Mr. Edwy Arthur",male,36.0,27.75,S
2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,27.75,S
2,D,"Wheadon, Mr. Edward H",male,66.0,10.5,S
2,D,"Wheeler, Mr. Edwin ""Frederick""",male,29.8811345124283,12.88,S
2,1,"Wilhelms, Mr. Charles",male,31.0,13.0,S
2,1,"Williams, Mr. Charles Eugene",male,29.8811345124283,13.0,S
2,1,"Wright, Miss. Marion",female,26.0,13.5,S
2,D,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,13.0,S
3,D,"Abbing, Mr. Anthony",male,42.0,7.55,S
3,D,"Abbott, Master. Eugene Joseph",male,13.0,20.25,S
3,D,"Abbott, Mr. Rossmore Edward",male,16.0,20.25,S
3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,20.25,S
3,1,"Abelseth, Miss. Karen Marie",female,16.0,7.65,S
3,1,"Abelseth, Mr. Olaus Jorgensen",male,25.0,7.65,S
3,1,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,7.93,S
3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,7.23,C
3,D,"Adahl, Mr. Mauritz Nils Martin",male,30.0,7.25,S
3,D,"Adams, Mr. John",male,26.0,8.05,S
3,D,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,9.48,S
3,1,"Aks, Master. Philip Frank",male,0.8333,9.35,S
3,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,9.35,S
3,1,"Albimona, Mr. Nassef Cassem",male,26.0,18.79,C
3,D,"Alexander, Mr. William",male,26.0,7.89,S
3,D,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,7.93,S
3,D,"Ali, Mr. Ahmed",male,24.0,7.05,S
3,D,"Ali, Mr. William",male,25.0,7.05,S
3,D,"Allen, Mr. William Henry",male,35.0,8.05,S
3,D,"Allum, Mr. Owen George",male,18.0,8.3,S
3,D,"Andersen, Mr. Albert Karvin",male,32.0,22.53,S
3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,7.85,S
3,D,"Andersson, Master. Sigvard Harald Elias",male,4.0,31.28,S
3,D,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,31.28,S
3,D,"Andersson, Miss. Ellis Anna Maria",female,2.0,31.28,S
3,1,"Andersson, Miss. Erna Alexandra",female,17.0,7.93,S
3,D,"Andersson, Miss. Ida Augusta Margareta",female,38.0,7.78,S
3,D,"Andersson, Miss. Ingeborg Constanzia",female,9.0,31.28,S
3,D,"Andersson, Miss. Sigrid Elisabeth",female,11.0,31.28,S
3,D,"Andersson, Mr. Anders Johan",male,39.0,31.28,S
3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,7.8,S
3,D,"Andersson, Mr. Johan Samuel",male,26.0,7.78,S
3,D,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,31.28,S
3,D,"Andreasson, Mr. Paul Edvin",male,20.0,7.85,S
3,D,"Angheloff, Mr. Minko",male,26.0,7.9,S
3,D,"Arnold-Franchi, Mr. Josef",male,25.0,17.8,S
3,D,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,17.8,S
3,D,"Aronsson, Mr. Ernst Axel Algot",male,24.0,7.78,S
3,D,"Asim, Mr. Adola",male,35.0,7.05,S
